comment,label,rate
chủ  cửa hàng  nhiệt tình  ,POS,5
không như mong đợi lắm ,NEU,3
dam đẹp nhung hoi ngan ,POS,4
sản phẩm  không như mong đợi ,NEU,3
đường may gần khoá bị bung vải ra không chắc ,NEG,2
đặt xanh rêu mà giao sọc xám  mặc rất ok chỉ hơi buồn vì không đúng màu  các mẫu còn lại đúng màu đúng dáng đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
chất lượng sản phẩm tuyệt vời  ,POS,5
tuyệt vời  ,POS,5
 cửa hàng  dễ thương ,POS,4
hoàn hảo sản phẩm chất lượng hoàn hảo packaging hoàn hảo seler service chất lượng hoàn hảo value hoàn hảo  giao hàng   sản phẩm ed ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
chấp nhận  được  ,POS,4
tiền  mà mua  được  đôi v là ổn rồi ,NEU,3
nhỏ xíu như đồ chơi em bé v ,NEG,2
mũ siêu đẹp so với giá tiền ,POS,5
đặt ngay giờ flash sale vừa được mua hàng rẻ mà giao hàng nhanh nữa  đặt  mà  nhận được hàng rồi ,POS,5
 cửa hàng  chuyen quan ao em be va phu kien cho be ,NEU,3
sản phẩm rất đẹp cực kì hài lòng  ,POS,5
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
giao hàng nhanh ,POS,4
áo đẹp quá ,POS,4
với giá tiền đó thì ok lắm rồi l ,POS,5
mà rộng quá không mặc vừa ,NEG,2
thời gian giao hàng nhanh ,POS,5
tối đặt sáng có  quá nhanh quá tỉ mĩ ,NEG,1
màu đỏ đô cũng đẹp  màu sắc ưng như những gì tưởng tượng ,POS,5
form rộng ,NEU,3
đóng gói sản phẩm kỹ ,POS,5
ao rat đẹp ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
đánh giầy ok ,POS,4
gọi gọi cả ảnh luôn à ,NEU,3
gì cũng thích chỉ mùi son hơi khó chịu  kiủ mùi phấn í nhưng bay khá nhanh    ,NEG,2
bọc đẹp  hàng chuẩn ,POS,5
 cửa hàng e làm ơn cho mức đánh giá     cho  cửa hàng  này đi ạ ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
quần mỏng  ,NEU,3
quần hơi mỏng ,NEG,2
rất đáng tiền rất đáng tiền  cửa hàng  phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
áo chất đẹp ,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
nhan tin không trả lời ,NEG,2
chất không đẹp ,NEG,1
màu nổi và tươi hơn trong hình     màu không giống lắm nhưng vải thì ok ,POS,4
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
thời gian giao hàng rất nhanh ,POS,4
giá rẻ  vải rất ổn ,POS,5
xinh lắm ạ  positive  nhất là set hạc ,POS,5
minh cao  nang  không mà thở không nổi ,NEG,2
đóng gói chắc chắn ,POS,5
áo y hình nhưng mình mặc không hợp lắm ,POS,4
hàng rất đẹp  màu cũng tươi  nói chung mình hài lòng ,POS,4
màu đậm hơn hình với đường chỉ may rất xấu ,NEG,1
đẹp y hình  positive  nói chung là rất vừa ý ,POS,5
giao hàng không đúng mẫu ,NEU,3
giao hàng nhanh giao lâu ,NEU,3
chất lượng sản phẩm tuyệt vời ,POS,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng tạm được ,POS,4
quá đẹp  mặc ấm ,POS,5
cho  cửa hàng      ,POS,4
 cửa hàng  nhiệt tình ,NEU,3
quá mỏng không giống hình ,NEG,1
tận tình chăm sóc khách hàng ,POS,4
áo giống y hình  chất mặc mát  giao hàng siêu nhanh  sẽ còn ủng hộ  cửa hàng  ạ  positive  ,POS,5
ao  không giong hinh   kem  chất  luong ,NEG,1
áo dễ thương ,POS,5
dù mình chỉ có  nặng  không vẫn thấy hơi chật và ngắn ,NEG,2
 sản phẩm  như đã để quá cũ    haiz   ,NEG,1
lần đầu lấy sỉ nhưng rất hài lòng ,POS,5
không ra màu ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
nhưng gói hàng ẩu quá ,NEG,2
chất lượng sản phẩm tuyệt vời ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
nét chữ không được rõ   sản phẩm  có mùi hơi kinh ,NEG,1
quần thì nhỏ quá ,NEU,3
thời gian giao hàng rất nhanh ,POS,4
cùng lấy   cỡ  nhưng cái đen nhỏ hơn cái trắng đến  cỡ mất í ,NEG,1
yến mạch mùi không thơm  ăn cũg không giốg nhữg  sản phẩm  trước mình ăn ,NEG,2
chất áo mỏng  đường may không được đẹp  nhất là chỗ cổ áo ,NEG,2
rất ưng ý nạ  star  ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
sản phẩm tốt ,POS,4
coi như mua đắt  negative  ,NEG,1
form to mặc vừa đẹp luôn hi ,POS,4
chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh vải đẹp ,POS,5
tiếp nhận đơn hàng và đưa cho bên vận chuyển cực nhanh ,POS,5
mua lần thứ  của  cửa hàng  rồi  gối đẹp  mềm  đóng gói sản phẩm đẹp và chắc chắn  giao hàng nhanh  positive  ,POS,5
giao hàng nhanh  cơ mà đặt đơn hơn  mà không có quà gì hết ,POS,4
áo y hình  positive  đẹp lắm luôn  cửa hàng  ơi    moa moa  positive  positive  ,POS,5
khăn sai số quá lớn theo hình mình chụp thì gấp đôi khăn lại thì phải đo được  lần thước như vậy mới  nhưng chổ dư còn lại không  được   thì các bạn biết lệch ntn rồi  sản phẩm  ghi × nhưng thực tế chỉ ×  các bạn mua khăn nên lưu ý nếu muốn mua khăn to như mong muốn  hơi bị thất vọng ,NEG,1
ưng ý hơn mình tưởng tượng ,POS,5
hang ok nhug duong chi may không  đẹp  lam ,POS,4
mình sẽ tiếp tục ủng hộ  cửa hàng  này  positive  ,POS,5
hài lòng với sản phẩm của  cửa hàng  ,POS,4
 cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt ,POS,5
mình muốn đổi sang  được không  cửa hàng  ,NEU,3
đẹp lắm ạ positive  positive  ,POS,5
cho  cửa hàng   luôn ạ ,POS,5
k bit có bền không chất lượng sản phẩm tạm được ,POS,4
hàng đẹp như hình  positive  positive  positive  ,POS,5
chất lượng  sản phẩm   được  ,POS,4
áo  quá  nhăn ,NEG,1
chất lượng sản phẩm tạm được  cửa hàng  phục vụ tạm được thời gian giao hàng tạm được ,NEU,3
nước giặt thơm lắm ạ ,POS,5
áo đẹp qtqd ,POS,4
đẹp dã man  cửa hàng  giao cực nhanh  positive  sẽ ủng hộ tiếp ,POS,5
vải đẹp  chuẩn  hi vọng sẽ có nhiều sản phẩm tốt hơn nữa ,POS,4
giao hàng chậm nhưng shiper thân thiện nên vẫn đánh giá    cho  cửa hàng  ,POS,5
hàng đẹp nha  mình mua màu đỏ  chât liệu không fai voan lụa   nó là voan thô nên sẽ không nhăn ,POS,5
sản phẩm đẹp  rẻ hợp túi tiền   giao hàng nhanh ,POS,5
sản phẩm khi vận chuyển bị cấn móp  ,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn màu hơi nhạt so với trong hình đáng đồng tiền ,POS,4
hàng gói cẩn thận  sản phẩm nguyên vẹn không bị lỗi ,POS,4
rất là ưng ,POS,5
chất áo đẹp ,POS,4
lại còn  được  mã giảm giá nữa chứ ,NEU,3
hàng ok   xài tốt   xạc nhanh   chất lượng tuyệt vời  ,POS,5
đóng gói chắc chắn ,POS,4
sản phẩm đẹp ,POS,4
 cửa hàng  tư vấn nhiệt tình và rất chuẩn ạ ,POS,5
chất lượng sản phẩm tuyệt vời hàng đẹp quá trời luôn ,POS,5
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt ,POS,5
em mua lần thứ  rồi  không có gì phải chê cả positive  ,POS,4
chất lượng sản phẩm tuyệt vời đẹp vải đẹp mát ,POS,5
áo chất siêu đẹp positive  ,POS,5
chân váy bị lỗi ,NEG,1
chất lượng sản phẩm tuyệt vời  mỗi tội hết  cỡ  rồi nên mua  được   cái à ,POS,5
 sản phẩm  mỏng thấm hút không tốt ,NEG,2
quần xinh quá ah ,POS,4
y  cửa hàng   ,POS,4
chúc  cửa hàng  mua may bán đắt nhé  positive  ,POS,5
áo xinh ạ ,POS,4
chỉ thừa khá nhiều dáng váy thùng thình bạn nào thích mặc dấu quần style cực rộng thì nên mua ạ ,NEU,3
chất lượng sản phẩm tuyệt vời gửi nhầm cho  quần cỡ l hơi rộng ,NEU,3
 cỡ  quần rộng so với mình  nhưng vải mát ok ,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền positive  ,POS,5
giao hàng đúng hẹn nữa ,POS,5
sẽ ủng hộ lần mua kế típ  positive  positive  ,POS,5
hàng vải đẹp ạ giao hàng nhanh nữa  positive  được tặng tất cũng đẹp cơ  positive  mặc lên ôm người lắm ạ ,POS,4
vải dày và co giãn tốt ,POS,4
 cửa hàng  đóng gói đẹp chắc vch  ,POS,5
giao hàng nhanh ,POS,4
 cửa hàng  bán hàng có tâm ,POS,4
 cửa hàng  cũng ghi ngoài bao bì là màu xanh ,NEG,1
mặc thoải mái không bí người ,POS,5
nhược điểm  thời gian giao hàng hơi trễ ,NEG,2
vải hơi nóng ,NEG,2
 cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh ,POS,4
váy đẹp lắm mà giá như vậy là quá rẻ chất lượng sản phẩm tuyệt vời ,POS,5
phải nói là  sản phẩm  của  cửa hàng  wuas ưng ý luôn ạ ,POS,4
áo đẹp nhưng vải hơi dày và hơi nhỏ ,NEU,3
 cửa hàng  xem lại kho có mèo không nhé ,NEU,3
sản phẩm đẹp cầm khá là chắc tay ,POS,4
váy rất đẹp ,POS,5
trắt chơi người dơi quá nê    vải mặc mát sướng lắm luôn     positive  positive  positive  ,POS,5
đóng gói sản phẩm tạm được  cửa hàng  phục vụ khá tốt chất lượng sản phẩm tạm được ,POS,4
 sản phẩm  rẻ mà chất lượng ok ,NEU,3
chất lượng sản phẩm tuyệt vời  ,POS,5
vải mềm  rất vừa vặn ,NEU,3
chỉ mỗi tội giao hàng chậm quá nhung vẫn cho    ,POS,5
e còn canh  được  mã giảm gia   cái áo ấm chất lượng khỏi bàn ,POS,5
giống như trong hình ảnh  thật sự không sai xót chút nào ,POS,5
áo len rất to ,NEU,3
chủ  cửa hàng  nch cực nhiệt tình và dễ thương lắm luôn á  lại còn tự tay viết thiệp và tặng kèm quà nữa  hi ,POS,4
đồ bị lỗi ,NEG,2
không phải loại dễ chạy chỉ khi bị móng tay xước quẹt phải ,NEU,3
chất vải đẹp  nhưng dáng quần  cỡ  s không ôm bó sát so với cân nặng ,POS,4
gửi sai hàng bị bẩn ,NEG,1
sản phẩm không như mong đợi kém   ,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn nói chung  sản phẩm  ok  cửa hàng  phục vụ tư vấn nhiệt tình còn đang khó khăn vc chưa quen kiểu giày này nên khó mang hay tháo ra  positive  positive  positive  ,POS,4
sẽ ủng hộ  cửa hàng  dài dài ,POS,4
mặc rất đẹp   cửa hàng  hỗ trợ hết mình ,POS,5
chất vải phù hợp giá tiền  nhg mặc không vừa ,POS,4
k  được  ful bóx chất lượng sản phẩm tốt thời gian giao hàng nhanh đóng gói sản phầm còn móp méo ,NEG,2
đóng gói sản phẩm rất kém hộp bị bóc ra hàng không đúng hình ,NEG,1
rất đáng tiền ,POS,4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh ,POS,5
 cửa hàng  đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,5
nếu bạn có ý định mua thì nên mua lên   cỡ  so với  cỡ  giày mình hay mang ,NEU,3
 đẹp  va  chất  nua ,POS,5
h gì x nhìn đồ thì  thích  lắm nhưng chỉ mặc vừa áo thôi ạ  quần thì không vừa   negative  ,NEG,2
túi dày đẹp ,POS,5
áo tạm ,POS,5
chất lượng sản phẩm kém  lỗi nhiều ,NEG,1
chủ  cửa hàng  nhiệt tình      ,POS,5
 cỡ  xl nên hơi to ,NEU,3
màu đẹp ,POS,5
gửi không đúng mẫu hình ,NEG,2
 sản phẩm  dễ bị nhăn thời gian giao hàng rất nhanh ,NEU,3
rất thích luôn ,POS,5
 cửa hàng  phục vụ rất tốt ,POS,5
 cửa hàng  chu đáo  vui tính ,POS,5
rất vui  ,POS,4
chất lượng sản phẩm rất kém ,NEG,1
thời gian giao hàng rất nhanh  áo trắng và đen chất đẹp còn  kẻ thì không đẹp bằng  bị rách  chút trên cổ áo ,NEU,3
 cửa hàng  tư vấn nhiệt tình  ,POS,4
khăn đẹp  áo đẹp ,POS,5
chất lượng sản phẩm quá tệ ,NEG,1
 cửa hàng  phục vụ chu đáo ,POS,4
sẽ ủng hộ  cửa hàng  lâu dài ,POS,5
sz l mà vẫn ngắn thế nhỉ  positive  positive  ,NEG,2
vải mỏng nhưng cho    luôn ,POS,5
chất lượng sản phẩm tốt ,POS,5
 được  nhưng cảm giác lọc không sạch cho lắm ,NEG,2
áo in nét căng  vải mềm đẹp  dáng lên rất vừa vặn  positive  tóm lại là rất hịn ạ  làm áo lớp hay áo nhóm khỏi suy nghĩ ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ tốt ,POS,4
rẻ mà đẹp quá c  yêu  ,POS,4
 cửa hàng  giao hàng nhầm màu cho tôi tôi yêu cầu đổi hàng thì nói bán lại tôi nói tôi gửi bưu điện rồi gửi hàng lại cho tôi thì chặn tôi muốn  cửa hàng e bảo vệ quyền lợi cho tôi tôi đặt màu xám mà giao màu thế này nè ,NEG,1
tks  cửa hàng  nhé ,POS,5
vải đẹp mịn ,POS,5
chất lượng sản phẩm tuyệt vời    cửa hàng  rất dễ thương  ,POS,5
thời gian giao hành khá nhanh ,POS,4
áo đẹp ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,4
hơi mỏng nhưg rất dẹp yk hình   cửa hàng  phục vụ rất tốt rất đáng tiền chất lượng sản phẩm tuyệt vời ,POS,5
lại còn  được  tặng  gói kẹo rất  dễ thương   ký ức tuổi thơ ùa về ,POS,5
bảng sử dụng ổn ,POS,4
hơi rộng  chút thời gian giao hàng rất nhanh ,POS,5
chất lượng sản phẩm tốt ,POS,5
rất đáng tin cậy  làm ăn uy tín vô cùng ,POS,5
chất áo kém ,NEG,2
phù hợp giá tiền ,POS,4
chất lượng sản phẩm tuyệt vời không nghĩ là với giá này có được đôi giày ok như v ,POS,5
áo đẹp dã man luôn ấy ạ  positive  còn có mùi thơm thơm nữa  ,POS,4
sản phẩm khá đẹp ,NEU,3
mình đặt  bộ và có  bộ cúc áo bị lệch ,NEU,3
chất lượng sản phẩm tuyệt vời   giày đẹp lên chân sang rất thích  ,POS,5
áo khác  trời  vực  negative  thua luôn chất lượng sản phẩm kém ,NEG,1
do hết  cỡ  mình nên lấy l hơi rộng tí xíu nhưng chất ok ,POS,4
chất vải không được tốt  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,5
áo đẹp nhưng hơi ngắn và nhỏ hơn cái sọc đen trắng ,NEG,2
chất lượng sản phẩm tuyệt vời   cửa hàng  phục vụ rất tốt ,POS,5
hay tại  cửa hàng  hết  cỡ   ,NEG,1
phom áo hơi nhỏ ,NEG,1
áo quá to với lại may không  được  đẹp ,NEG,2
vải hơi mỏng  không đẹp lam ,NEU,3
chắc e chưa dám đặt hàng nữa ,NEG,1
áo trắng bẩn xấu chất liệu sao khác voi  áo    negative  chất lượng sản phẩm rất kém ,NEG,1
giao hàng nhanh ,NEU,3
khi thấy cái váy này  mình đã quyết tâm giảm  kí  để được mặc em nó  sau  tháng thì mọi quyết tâm của mình đã thành công  fai nói là siêu sung sướng khi khoác lên mình cái váy quá dễ thương như vậy  vải mặc mát  thoải mái và rất đẹp  nhìn cưng kinh khủng  chủ  cửa hàng  lại quá đáng  yêu   cho    luôn ,POS,5
áo đẹp lắm  cửa hàng  ạ ,POS,5
nghe mọi số bạn review nói là khô môi ,NEG,2
hàng chuẩn ,NEU,3
lại còn tặng thêm mask nữa chứ ,POS,4
chất lượng sản phẩm tuyệt vời ,POS,5
chất lượng sản phẩm tuyệt vời  đóng gói sản phẩm rất tốt  đáng tiền lắm nha các bạn ,POS,5
chất len lại đẹp và dày dặn nữa ,POS,4
đã check và sạc chính hãng ạ ,POS,4
mình mua  bộ  bộ này đắt nhất nhưng chất vải kém nhất  quàn rộng thùng thình  vải rất mỏng ,NEG,1
giao hang rất chậm ,NEG,1
rất đáng tiền   cửa hàng  phục vụ rất tốt  quần chất cực thích luôn  cửa hàng  ạ ,POS,5
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh ,POS,5
thất vọng ,NEG,1
áo giống hình cả form lẫn màu ,NEU,3
hang  đẹp   rat dang tien ,POS,5
 cửa hàng  dễ thương lắm ,POS,5
vải hơi mỏng ,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn  chủ  cửa hàng  rất nhiệt tình  đầu năm còn  được  lì xì nữa ,POS,5
đóng gói sản phẩm đẹp và chắc chắn ,POS,5
giao đúng mẫu  đúng màu sắc và mã số đặt hàng ,POS,5
mình cao  mà mặc không hề bị dài ,NEU,3
vải mỏng và nóng  hàng  không giống hình và miêu tả ,NEG,1
mua liền mua liền đi  mặc mùa đông hết sảy luôn đó ,POS,5
giao hàng nhanh ,POS,4
 cửa hàng  rất nhiệt tình ,POS,5
so với giá tiền thì phải nói là ngoài sự mong đợi   ,POS,5
vải đẹp lắm cơ   form ưng lắm luôn  ,POS,5
 cửa hàng  phục vụ rất tốt ,POS,5
áo đẹp hợp với giá tiền ,NEU,3
chất lượng sản phẩm tuyệt vời  rất hay và bổ ích  người lớn chơi cùng cũng phải tập trubg hết sức ,POS,5
đẹp lắm chị nhé ,POS,5
chất lượng phù hợp với giá tiêcn ,POS,4
ủng hộ  cửa hàng  dài dài ạ  positive  positive  positive  ,POS,4
hàng  cửa hàng  rất đẹp  chất lượng sản phẩm tuyệt vời ,POS,5
quần lót quá mỏng so với tưởng tượng ,NEU,3
lần thứ hai mua hàng cang c thấy hai long hơn áo đẹp lắm  cửa hàng  positive  ,POS,5
bao bì mời rất ok ,POS,5
thời gian giao hàng rất nhanh ,POS,5
tuyệt  tất cả đều giống như lời  cửa hàng  giới thiệu sản phẩm  mình đã đặt thêm  cái nữa ,POS,5
 cửa hàng  lần sau giao hàng cần để nguyên bao bì vỏ hộp nhe ,NEU,3
đẹp lắm  positive  ủng hộ dài dài ,POS,4
áo  không đúng  cỡ   vai tam được  giao hàng nhanh  đóng gói đẹp  mình mong la  cửa hàng  đăng đúng kích cỡ để khỏi phiền lòng người mua  mình  không vừa ý nhưng cũng  không có ý định đổi hàng  nhưng mình se  không ủng hộ nữa  nếu như  cửa hàng   không tạo cho tôi có lòng tin  dù sao cũng cảm ơn  cửa hàng   so với số tiền thì cũng tạm đuoc ,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn   cửa hàng  phục vụ rất tốt  dễ tính positive  rất đáng tiền  positive  ,POS,5
áo không được nhự hình ,NEU,3
chất lượng sản phẩm tuyệt vời quần hơi mỏng ạ ,POS,4
rất hai long ,POS,5
áo vừa người  rất đẹp luôn  positive   cửa hàng  phục vụ rất tốt ,POS,5
mặc đẹp y hình nhưng hàng có vẻ hơi bẩn nên cho   ,POS,4
mình rất thích những chiếc quần  được  bọc riêng từng túi theo kiểu nhật như thế ,POS,4
đặt đỏ đô thì giao hồng choé  đặt dài tay thì giao cộc tay ,NEG,2
 cỡ  s vẫn bị rộng ,NEG,2
áo rất đẹp ,POS,4
hơi mỏng nhưng mình rất thích ,POS,4
đóng gói sản phẩm rất kém   ghi tặng kèm kẹp dây sạc điện thoại cũng không thấy luôn ,NEG,1
quá tuyệt vời  quá xuất sắc   tôn dáng cực kì  positive  positive  positive  positive  positive  ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
chất lượng sản phẩm tuyệt vời  cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt rất đáng tiền ,POS,5
chủ  cửa hàng  nhiệt tình ,POS,4
tư vẫn nhiệt tình ,POS,4
chất lượng sản phẩm tuyệt vời  ,POS,5
á rất đẹp luôn í ,POS,5
 cửa hàng  phục vụ tạm được thời gian giao hàng tạm được ,NEU,3
chất lượng sản phẩm tuyệt vời cửa hàng  còn dễ thương tạng sin gum ,POS,5
máy mới dùng cơ bản thấy ổn về lâu dài thì chưa biết thế nào ,POS,5
ko hài lòng vì màu không như ý ,NEG,1
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh  cửa hàng  tư vấn rất nhiệt tình ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn ,POS,5
sản phẩm đẹp mẫu mã cũng đẹp không chê vào đâu ,POS,4
rất ưng nha  positive  ,POS,5
vận chuyển chậm bị dính bẩn làm xấu cặp ,NEG,1
nhưng mà không sao  mong bạn rút kinh nghiệm lần sau nhé ,NEU,3
hơi mỏng nhưng vẫn ok ,POS,4
hàng đẹp đi rất ôm chân  rất tuyệt vời ,POS,5
thời gian giao hàng rất chậm ,NEG,2
mang tiếng sale chứ cũng chỉ phù hợp với giá tiền  ,NEG,1
giá hợp lý ,POS,4
giày chất đẹp nơ đẹp quá rẻ và đẹp ,POS,5
vải xấu mỏng và rất cứng ,NEG,1
chất lượng sản phẩm tuyệt vời positive  ,POS,5
chất vải ok  mặc bị rộng ,POS,4
kiểu giống hình ,NEU,3
chất thì ok rồi  mỗi tội mua đúng  cỡ  vẫn bị rộng    ,NEG,2
nói thật chưa bao h e thích  cái áo đến vậy ,POS,5
m n nhìn là biết nó như thế nào rồi này ,POS,5
giao hàng nhanh ,POS,4
mua hàng lần hai mà vẫn rất thích ,POS,5
 cửa hàng  phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh áo hơi rộng ,POS,4
áo rất dày và đẹp    ,POS,4
đóng gói tốt ,NEU,3
xinh lắm ý ạ   ,POS,4
chắc chắn sẽ quay lại mua tiếp ,POS,5
chất lượng sản phẩm tuyệt vời    cửa hàng  phục vụ rất tốt  thời gian giao hàng rất nhanh ,NEU,3
giao hàng siêu nhanh  kẹo ngon lắm nè  positive  ,POS,5
fix lỗi tốt  không cần thêm icid nữa  bỏ vào cái bỏ ra là có sóng  ,NEU,3
một sản phẩm tuyệt vời cho chị em  giúp tiết giảm sức lao động và thời gian cho việc chăm sóc nhà cửa ,POS,5
hàng đẹp ,POS,4
vải hơi nóng đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh ,POS,5
áo sờ vào mềm mịn  nhìn như hình  và giao hàng nhanh ,POS,5
form áo vừa vặn  tay áo hơi chật với mình ,NEU,3
tạm được  thời gian giao hàng lâu ,NEU,3
bạn chủ  cửa hàng  nhiệt tình  dễ thương lắm luôn  positive  ,POS,5
hàng không ik hình ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh  ,POS,5
phù hợp với giá tiền  ok ,POS,4
 cám ơn   cửa hàng  ,POS,4
nhỏ và mỏng quá ,NEG,2
mua về giờ không mặc được ,NEU,3
chủ  cửa hàng  rất nhiệt tình ,POS,4
chất lượng sản phẩm tuyệt vời mình rất hài lòng ,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền ,POS,5
siêu ưng ,POS,4
vải mỏng không phải chất coton  hàng nhận  được  không giống hình ,NEG,1
chất lượng sản phẩm tuyệt vời ,POS,5
bàn tay mỏng nên không nâng lắm ,NEG,2
 cửa hàng  làm việc thiếu trách nhiệm ,NEG,1
nói chung là tuyệt vời     cho  cửa hàng  ,POS,5
bọc kĩ lắm luôn  giá rẻ ,POS,4
màu hơi tối hơn so với ảnh sản phẩm ,NEG,2
kể mà ước lượng được bao nhiêu  không mặc vừa nữa thì đẹp  positive  ,NEU,3
rất đáng tiền ,POS,4
chất liệu mỏng giống hàng mua cây dù  thời gian giao hàng quá lâu thất vọng quá đỗi ,NEU,3
áo siêu siêu siêu xinh ,POS,5
to và chất thô  negative  ,NEG,1
áo đẹp  ,POS,5
áo dày dặn chất đẹp ,POS,5
đáng giá tiền  positive  ,POS,4
chất lượng sản phẩm tuyệt vời  chất đẹp  mặc vừa vặn ,POS,5
 cửa hàng  phục vụ rất tốt ,POS,5
se ung ho  cửa hàng  nua ,POS,4
cảm ơn chị  cửa hàng  dể thương nha ,POS,5
 cửa hàng  phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền ,POS,4
áo hơi nhỏ ,NEG,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời rất rất đáng tiền ,POS,5
đéo bao giờ có lần sau luôn nhé ,NEG,1
tập cũng phê lắm      cái tập bụng   cái tập cơ tay  cái cơ tay thì nó tác động lên cơ rất tốt  cảm giác gồng lên có xíu chuột   positive  còn về phần  cửa hàng  phục vụ cực nhiệt tình  dễ thương lắm luôn  positive  ,POS,5
chất không phải coton     mặc mùa hè sẽ nóng  mình  không mua  cỡ  xl thấy to  các bạn  không mặc l vẫn vừa  với giá thì hàng vẫn ok mình vẫn cho  ☆ ,POS,5
giày đẹp  mà rẻ nữa ,POS,5
 cửa hàng  phục vụ rất tốt thời gian giao hàng rất nha ,POS,5
lúc nào cx tuyệt vời ,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh ,POS,5
chất da ok ,POS,4
sản phẩm đẹp nhưng kích thước không giống hình  ,NEG,2
thời gian giao hàng nhanh ,POS,5
coi như tiền nào chất lượng nấy ,NEU,3
chất lượng hơi kém cán vợt bị lệch ,NEU,3
chất lượng sản phẩm tuyệt vời đẹp và giá thành  quá  rẻ tôi rất thích rất đáng tiền  đóng gói sản phẩm rất đẹp và chắc chắn  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh yêu  cửa hàng  ,POS,4
còn chất lượng như nào phải dùng  thời gian mới biết được ,NEU,3
dáng áo cũng đẹp lắm  tay áo hơi cộc ,POS,4
giao hàng rất nhanh mà còn có thêm quà tặng nữa  positive  ,POS,4
phù hợp với giá tiền ,NEU,3
quần đẹp lắm ạ  positive  ,POS,5
giay minh mang không vua ma  cửa hàng  noi het  cỡ  roi không pk sao ,NEU,3
loại gì   ,NEU,3
đường chỉ may rất âu    ,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm chắc chắn  cửa hàng  phục vụ rất tốt thời gian giao hàng rất nhanh ,POS,5
chất lượng sản phẩm tuyệt vời ,POS,5
sẽ ủng hộ lâu dài ,POS,5
 cửa hàng  nhiệt tình ,POS,5
sản phẩm không mềm mịn như đầu dù đã mua gần  chiếc của  cửa hàng  ,NEG,1
chất lượng sản phẩm tạm được  màu xấu quá không giống trên hình ,NEG,2
 cám ơn   cửa hàng  positive  ,POS,5
